binom_alpha,word1,word2,count_w1,count_w2,count_and,count_w1_and,count_and_w2,count_w2_and,count_and_w1,p_and_given_w1,p_w2_given_and,p_and_given_w2,p_w1_given_and,bigram_alpha,bigram_nonalpha
lace and twine,lace,twine,725,136,2218200,90,14,24,56,0.07452907452907453,6.760727923068325e-06,0.03955696202531646,2.5690766107659634e-05,5.038707952491545e-07,1.0162486593219794e-06
lances and scarves,lances,scarves,100,46,2218200,20,8,17,9,0.03523489932885906,4.056436753840995e-06,0.033210332103321034,4.507151948712216e-06,1.4292814065547128e-07,1.4968401305686328e-07
lanterns and ravens,lanterns,ravens,257,280,2218200,30,7,19,6,0.041168658698539175,3.6057215589697732e-06,0.02577319587628866,3.1550063640985515e-06,1.484427202231912e-07,8.131459701284926e-08
laundresses and queens,laundresses,queens,1,603,2218200,0,104,63,0,0.002012072434607646,4.732509546147827e-05,0.05823475887170155,4.5071519487122165e-07,9.522152004321584e-08,2.624729069313757e-08
leopards and rabbits,leopards,rabbits,91,1243,2218200,19,87,174,20,0.034071550255536626,3.966293714866751e-05,0.10063254744105808,9.465019092295655e-06,1.3513777563430156e-06,9.52488982835963e-07
leviathans and minnows,leviathans,minnows,7,47,2218200,0,7,9,0,0.0019880715705765406,3.6057215589697732e-06,0.01841620626151013,4.5071519487122165e-07,7.168432522802729e-09,8.300463993945151e-09
lightning and moths,lightning,moths,1457,290,2218200,126,34,28,111,0.06502816180235535,1.5775031820492758e-05,0.03689567430025445,5.0480101825576824e-05,1.0258213216603072e-06,1.8624973956001626e-06
lions and needles,lions,needles,1044,472,2218200,182,56,85,55,0.11883116883116883,2.5690766107659634e-05,0.08884297520661157,2.5240050912788412e-05,3.0528637647413722e-06,2.2424012174584744e-06
lions and teacups,lions,teacups,1044,22,2218200,182,2,4,55,0.11883116883116883,1.352145584613665e-06,0.009652509652509652,2.5240050912788412e-05,1.606770402495459e-07,2.436298350655252e-07
lizards and tyrannosaurs,lizards,tyrannosaurs,269,5,2218200,48,0,0,30,0.06405228758169934,4.5071519487122165e-07,0.001996007984031936,1.397217104100787e-05,2.886933927933315e-08,2.7888564952111516e-08
looms and trebuchets,looms,trebuchets,43,2,2218200,7,0,0,2,0.014842300556586271,4.5071519487122165e-07,0.002008032128514056,1.352145584613665e-06,6.689650387699023e-09,2.71515177633266e-09
lords and shepherds,lords,shepherds,804,255,2218200,116,11,11,26,0.09,5.40858233845466e-06,0.015978695073235686,1.2169310261522984e-05,4.867724104609193e-07,1.9444969792047378e-07
maelstroms and ripples,maelstroms,ripples,1,103,2218200,0,4,6,1,0.002012072434607646,2.253575974356108e-06,0.011686143572621035,9.014303897424433e-07,4.534358097295992e-09,1.0534244955253928e-08
majors and spinners,majors,spinners,97,41,2218200,25,2,5,1,0.04384485666104553,1.352145584613665e-06,0.0111731843575419,9.014303897424433e-07,5.928462934225175e-08,1.0071847930083166e-08
mansions and pigsties,mansions,pigsties,73,0,2218200,10,0,0,4,0.019332161687170474,4.5071519487122165e-07,0.0020161290322580645,2.253575974356108e-06,8.713299022115006e-09,4.543499948298605e-09
mantles and rags,mantles,rags,33,370,2218200,8,16,69,2,0.017013232514177693,7.662158312810768e-06,0.08083140877598152,1.352145584613665e-06,1.3035808093628905e-07,1.0929583247454566e-07
marbles and orbs,marbles,orbs,376,36,2218200,47,0,8,17,0.05504587155963303,4.5071519487122165e-07,0.016917293233082706,8.11287350768199e-06,2.481001072685624e-08,1.3724786009236448e-07
marooned and missing,marooned,missing,106,3948,2218200,1,42,137,1,0.0033222591362126247,1.938075337946253e-05,0.031053105310531053,9.014303897424433e-07,6.438788498160309e-08,2.7992212822785142e-08
masculine and undignified,masculine,undignified,185,52,2218200,10,0,4,5,0.016152716593245228,4.5071519487122165e-07,0.009124087591240875,2.70429116922733e-06,7.280274807024139e-09,2.4674189500249358e-08
mastodons and moths,mastodons,moths,4,290,2218200,1,34,28,0,0.004,1.5775031820492758e-05,0.03689567430025445,4.5071519487122165e-07,6.310012728197103e-08,1.662944103214431e-08
mausoleums and shacks,mausoleums,shacks,4,33,2218200,0,2,1,1,0.002,1.352145584613665e-06,0.003780718336483932,9.014303897424433e-07,2.7042911692273298e-09,3.408054403563113e-09
meadows and tundras,meadows,tundras,383,3,2218200,75,0,0,28,0.08646188850967008,4.5071519487122165e-07,0.002004008016032064,1.3070740651265428e-05,3.896968692856979e-08,2.6193869040612077e-08
meteors and raindrops,meteors,raindrops,48,105,2218200,4,1,6,4,0.009191176470588236,9.014303897424433e-07,0.011647254575707155,2.253575974356108e-06,8.285205788073927e-09,2.624797307902289e-08
mice and tigers,mice,tigers,1093,862,2218200,145,97,139,87,0.09188168659534299,4.417008909737972e-05,0.10309278350515463,3.966293714866751e-05,4.0584222833338195e-06,4.0889625926461345e-06
mice and wolves,mice,wolves,1093,1098,2218200,145,45,151,87,0.09188168659534299,2.0732898964076198e-05,0.09535759096612297,3.966293714866751e-05,1.9049737248301604e-06,3.7821621371376794e-06
millers and priests,millers,priests,38,763,2218200,5,31,147,1,0.011235955056179775,1.4422886235879093e-05,0.11755361397934869,9.014303897424433e-07,1.6205490152673137e-07,1.0596640006503702e-07
millstones and pebbles,millstones,pebbles,10,302,2218200,0,31,40,0,0.001976284584980237,1.4422886235879093e-05,0.05137844611528822,4.5071519487122165e-07,2.8503727738891487e-08,2.315704635303269e-08
minnows and orcas,minnows,orcas,47,6,2218200,9,1,1,7,0.01841620626151013,9.014303897424433e-07,0.00398406374501992,3.6057215589697732e-06,1.6600927987890302e-08,1.436542453772818e-08
moles and polecats,moles,polecats,100,7,2218200,10,1,2,6,0.018456375838926176,9.014303897424433e-07,0.005964214711729622,3.1550063640985515e-06,1.6637138065716237e-08,1.8817135372357165e-08
monarchs and serfs,monarchs,serfs,191,53,2218200,7,3,7,1,0.011644832605531296,1.8028607794848866e-06,0.014571948998178506,9.014303897424433e-07,2.0994011988179175e-08,1.3135597664735057e-08
monks and tanners,monks,tanners,448,10,2218200,48,0,1,22,0.05190677966101695,4.5071519487122165e-07,0.003952569169960474,1.0366449482038099e-05,2.3395174310052818e-08,4.097410862465651e-08
monks and telescopes,monks,telescopes,448,164,2218200,48,0,13,22,0.05190677966101695,4.5071519487122165e-07,0.021212121212121213,1.0366449482038099e-05,2.3395174310052818e-08,2.1989438295232333e-07
moths and seas,moths,seas,290,967,2218200,28,25,139,34,0.03689567430025445,1.1718595066651763e-05,0.09569377990430622,1.5775031820492758e-05,4.3236546683575207e-07,1.509572423013661e-06
moths and suns,moths,suns,290,127,2218200,28,2,10,34,0.03689567430025445,1.352145584613665e-06,0.01765650080256822,1.5775031820492758e-05,4.9888323096432924e-08,2.7853186199906956e-07
mountains and petals,mountains,petals,4032,242,2218200,621,5,25,116,0.13736749116607774,2.70429116922733e-06,0.03523035230352303,5.273367779993293e-05,3.714816932993373e-07,1.8578260471521087e-06
mud and platinum,mud,platinum,2107,474,2218200,314,36,27,75,0.12101421436803687,1.6676462210235202e-05,0.0288659793814433,3.425435481021285e-05,2.0180889728098685e-06,9.887854996762472e-07
mudslides and puddles,mudslides,puddles,10,106,2218200,2,5,12,5,0.005928853754940711,2.70429116922733e-06,0.02159468438538206,2.70429116922733e-06,1.603334685312646e-08,5.839831428564001e-08
mushrooms and oaks,mushrooms,oaks,307,250,2218200,55,9,49,32,0.06973848069738481,4.507151948712216e-06,0.06702412868632708,1.4873601430750315e-05,3.1432192917544724e-07,9.968901763237477e-07
mushrooms and pines,mushrooms,pines,307,435,2218200,55,12,91,32,0.06973848069738481,5.859297533325882e-06,0.09881847475832438,1.4873601430750315e-05,4.086185079280814e-07,1.4697866075499773e-06
muskets and slingshots,muskets,slingshots,238,6,2218200,58,1,0,16,0.08038147138964577,9.014303897424433e-07,0.00199203187250996,7.662158312810768e-06,7.245830108283944e-08,1.526326357133619e-08
nebulae and sparks,nebulae,sparks,42,370,2218200,3,37,32,0,0.007434944237918215,1.7127177405106424e-05,0.03810623556581986,4.5071519487122165e-07,1.2733960895989906e-07,1.7175059388857175e-08
nectar and swill,nectar,swill,155,11,2218200,22,1,1,10,0.03533026113671275,9.014303897424433e-07,0.0039447731755424065,4.957867143583438e-06,3.184777106616927e-08,1.9557661315911e-08
needles and ravens,needles,ravens,472,280,2218200,85,7,19,56,0.08884297520661157,3.6057215589697732e-06,0.02577319587628866,2.5690766107659634e-05,3.2034303106549635e-07,6.621331471046297e-07
needles and sledgehammers,needles,sledgehammers,472,3,2218200,85,0,1,56,0.08884297520661157,4.5071519487122165e-07,0.004008016032064128,2.5690766107659634e-05,4.0042878883187044e-08,1.0296900243550954e-07
needles and tigers,needles,tigers,472,862,2218200,85,97,139,56,0.08884297520661157,4.417008909737972e-05,0.10309278350515463,2.5690766107659634e-05,3.92420213055233e-06,2.6485325884185187e-06
nurses and patriarchs,nurses,patriarchs,636,30,2218200,96,4,3,62,0.08568904593639576,2.253575974356108e-06,0.0076045627376425855,2.8395057276886964e-05,1.9310677518775837e-07,2.1593199450104154e-07
oboes and tambourines,oboes,tambourines,22,17,2218200,3,2,6,1,0.007722007722007722,1.352145584613665e-06,0.01364522417153996,9.014303897424433e-07,1.0441278645665366e-08,1.2300219743074274e-08
organs and whistles,organs,whistles,505,373,2218200,54,28,30,22,0.054945054945054944,1.3070740651265428e-05,0.03567318757192175,1.0366449482038099e-05,7.181725632563422e-07,3.6980429682759614e-07
owls and pennies,owls,pennies,375,548,2218200,39,6,61,20,0.045924225028702644,3.1550063640985515e-06,0.05938697318007663,9.465019092295655e-06,1.4489122223185082e-07,5.620988349830753e-07
owls and thimbles,owls,thimbles,375,13,2218200,39,2,4,20,0.045924225028702644,1.352145584613665e-06,0.009823182711198428,9.465019092295655e-06,6.209623809936463e-08,9.297661190860171e-08
paintbrushes and sailors,paintbrushes,sailors,12,1439,2218200,0,82,153,0,0.001968503937007874,3.74093611743114e-05,0.07958656330749354,4.5071519487122165e-07,7.36404747525815e-08,3.587087339026777e-08
palaces and pigsties,palaces,pigsties,224,0,2218200,40,0,0,31,0.05694444444444444,4.5071519487122165e-07,0.0020161290322580645,1.4422886235879093e-05,2.566572637461123e-08,2.9078399669111075e-08
pearls and silt,pearls,silt,459,81,2218200,121,9,14,35,0.12774869109947645,4.507151948712216e-06,0.025996533795493933,1.622574701536398e-05,5.757827620344403e-07,4.218131806420445e-07
peasants and sultans,peasants,sultans,675,46,2218200,59,6,5,24,0.05123825789923143,3.1550063640985515e-06,0.01107011070110701,1.1267879871780541e-05,1.6165702975739804e-07,1.2473667754738605e-07
pebbles and volcanoes,pebbles,volcanoes,302,245,2218200,40,11,18,31,0.05137844611528822,5.40858233845466e-06,0.02564102564102564,1.4422886235879093e-05,2.778845562363923e-07,3.698175957917716e-07
pelicans and sardines,pelicans,sardines,40,120,2218200,7,6,17,3,0.014925373134328358,3.1550063640985515e-06,0.02922077922077922,1.8028607794848866e-06,4.708964722535151e-08,5.26809968031298e-08
pennies and wolves,pennies,wolves,548,1098,2218200,61,45,151,6,0.05938697318007663,2.0732898964076198e-05,0.09535759096612297,3.1550063640985515e-06,1.2312641147248317e-06,3.008538063632245e-07
petals and tornadoes,petals,tornadoes,242,213,2218200,25,18,12,5,0.03523035230352303,8.563588702553212e-06,0.018335684062059238,2.70429116922733e-06,3.0169824697341937e-07,4.958502849076909e-08
pharaohs and potters,pharaohs,potters,81,43,2218200,8,1,7,3,0.01559792027729636,9.014303897424433e-07,0.014842300556586271,1.8028607794848866e-06,1.4060439354734818e-08,2.675860155079609e-08
pianos and triangles,pianos,triangles,81,159,2218200,19,12,21,2,0.03466204506065858,5.859297533325882e-06,0.03358778625954199,1.352145584613665e-06,2.0309523512394738e-07,4.541557688778722e-08
pickaxes and pins,pickaxes,pins,6,576,2218200,2,20,112,1,0.00597609561752988,9.465019092295655e-06,0.10541044776119403,9.014303897424433e-07,5.656385911730471e-08,9.502018100829859e-08
pikes and slingshots,pikes,slingshots,95,6,2218200,28,1,0,6,0.049069373942470386,9.014303897424433e-07,0.00199203187250996,3.1550063640985515e-06,4.423262487737877e-08,6.284873235256079e-09
pinnacles and vales,pinnacles,vales,41,17,2218200,6,1,3,7,0.01303538175046555,9.014303897424433e-07,0.007797270955165692,3.6057215589697732e-06,1.1750489251763694e-08,2.811478798416977e-08
pins and tigers,pins,tigers,576,862,2218200,112,97,139,20,0.10541044776119403,4.417008909737972e-05,0.10309278350515463,9.465019092295655e-06,4.655988869406631e-06,9.75775164154191e-07
pins and walls,pins,walls,576,3279,2218200,112,53,486,20,0.10541044776119403,2.4338620523045968e-05,0.12900662251655629,9.465019092295655e-06,2.565544887224062e-06,1.2210501451517838e-06
planets and sparks,planets,sparks,794,370,2218200,95,37,32,32,0.07441860465116279,1.7127177405106424e-05,0.03810623556581986,1.4873601430750315e-05,1.2745806441009432e-06,5.667769598322868e-07
priests and tanners,priests,tanners,763,10,2218200,147,0,1,31,0.11755361397934869,4.5071519487122165e-07,0.003952569169960474,1.4422886235879093e-05,5.298320003251851e-08,5.7007455477782974e-08
priors and scullions,priors,scullions,20,2,2218200,3,0,0,0,0.007751937984496124,4.5071519487122165e-07,0.002008032128514056,4.5071519487122165e-07,3.4939162393117957e-09,9.050505921108868e-10
pterodactyls and sparrows,pterodactyls,sparrows,3,164,2218200,3,8,30,2,0.008016032064128256,4.056436753840995e-06,0.04696969696969697,1.352145584613665e-06,3.251652708489775e-08,6.350986836821759e-08
puddles and straits,puddles,straits,106,250,2218200,12,0,26,5,0.02159468438538206,4.5071519487122165e-07,0.036193029490616625,2.70429116922733e-06,9.733052380940002e-09,9.787649003905886e-08
puppies and tigers,puppies,tigers,382,862,2218200,33,97,139,10,0.0387243735763098,4.417008909737972e-05,0.10309278350515463,4.957867143583438e-06,1.7104590311058208e-06,5.111203240807668e-07
pyramids and sandcastles,pyramids,sandcastles,145,26,2218200,15,2,2,3,0.0249609984399376,1.352145584613665e-06,0.005747126436781609,1.8028607794848866e-06,3.37509038281102e-08,1.036126884761429e-08
queens and serfs,queens,serfs,603,53,2218200,63,3,7,104,0.05823475887170155,1.8028607794848866e-06,0.014571948998178506,4.732509546147827e-05,1.0498916277255028e-07,6.896188773985905e-07
rags and tapestries,rags,tapestries,370,31,2218200,69,4,6,16,0.08083140877598152,2.253575974356108e-06,0.013282732447817837,7.662158312810768e-06,1.8215972079090942e-07,1.0177439884188875e-07
rapiers and thimbles,rapiers,thimbles,7,13,2218200,1,2,4,1,0.003976143141153081,1.352145584613665e-06,0.009823182711198428,9.014303897424433e-07,5.376324392102047e-09,8.85491541986683e-09
rats and sharks,rats,sharks,772,846,2218200,126,26,81,54,0.10015772870662461,1.2169310261522984e-05,0.06110283159463487,2.478933571791719e-05,1.218850475720362e-06,1.5146986057147611e-06
redwoods and toadstools,redwoods,toadstools,5,21,2218200,1,2,5,0,0.003992015968063872,1.352145584613665e-06,0.01160541586073501,4.5071519487122165e-07,5.3977867649248095e-09,5.2307372712327466e-09
rhinoceroses and voles,rhinoceroses,voles,29,20,2218200,8,2,1,1,0.017142857142857144,1.352145584613665e-06,0.003875968992248062,9.014303897424433e-07,2.3179638593377113e-08,3.4939162393117957e-09
ribbons and sharks,ribbons,sharks,439,846,2218200,93,26,81,31,0.10053475935828877,1.2169310261522984e-05,0.06110283159463487,1.4422886235879093e-05,1.2234386786985675e-06,8.812791887794975e-07
ribbons and shields,ribbons,shields,439,301,2218200,93,20,40,31,0.10053475935828877,9.465019092295655e-06,0.05144291091593475,1.4422886235879093e-05,9.515634167655525e-07,7.419552517829897e-07
ripples and waterspouts,ripples,waterspouts,103,9,2218200,6,0,2,4,0.011686143572621035,4.5071519487122165e-07,0.005940594059405941,2.253575974356108e-06,5.267122477626964e-09,1.338758004567985e-08
rivers and seeds,rivers,seeds,2038,1382,2218200,274,56,153,139,0.1085240726124704,2.5690766107659634e-05,0.08200212992545261,6.310012728197103e-05,2.788066566537648e-06,5.174344835688785e-06
rubies and sandstone,rubies,sandstone,102,168,2218200,48,12,13,34,0.08193979933110368,5.859297533325882e-06,0.02108433734939759,1.5775031820492758e-05,4.801096641019535e-07,3.326060926007509e-07
rustles and tempests,rustles,tempests,152,29,2218200,35,3,4,29,0.05555555555555555,1.8028607794848866e-06,0.009523809523809525,1.352145584613665e-05,1.0015893219360481e-07,1.287757699632062e-07
sackcloth and velvet,sackcloth,velvet,23,660,2218200,13,21,64,0,0.02697495183044316,9.915734287166877e-06,0.056228373702422146,4.5071519487122165e-07,2.6747645475980016e-07,2.5342982410579073e-08
sardines and whales,sardines,whales,120,399,2218200,17,33,69,6,0.02922077922077922,1.5324316625621535e-05,0.0782122905027933,3.1550063640985515e-06,4.477884728266033e-07,2.4676027428703756e-07
saxophones and whistles,saxophones,whistles,16,373,2218200,5,28,30,1,0.01171875,1.3070740651265428e-05,0.03567318757192175,9.014303897424433e-07,1.5317274200701675e-07,3.215689537631271e-08
scepters and twigs,scepters,twigs,1,356,2218200,0,56,114,0,0.002012072434607646,2.5690766107659634e-05,0.13497652582159625,4.5071519487122165e-07,5.169168230917432e-08,6.083597113872124e-08
scissors and scythes,scissors,scythes,721,20,2218200,92,0,7,34,0.07641741988496302,4.5071519487122165e-07,0.015503875968992248,1.5775031820492758e-05,3.444249229500707e-08,2.445741367518257e-07
seeds and sharks,seeds,sharks,1382,846,2218200,153,26,81,56,0.08200212992545261,1.2169310261522984e-05,0.06110283159463487,2.5690766107659634e-05,9.979093611685515e-07,1.56977855501348e-06
serfs and tsars,serfs,tsars,53,28,2218200,7,0,5,3,0.014571948998178506,4.5071519487122165e-07,0.011450381679389313,1.8028607794848866e-06,6.567798832367529e-09,2.0643444039903283e-08
sharks and teacups,sharks,teacups,846,22,2218200,81,2,4,26,0.06110283159463487,1.352145584613665e-06,0.009652509652509652,1.2169310261522984e-05,8.261992394807788e-08,1.1746438476373536e-07
showers and typhoons,showers,typhoons,310,38,2218200,45,8,6,22,0.05707196029776675,4.056436753840995e-06,0.013108614232209739,1.0366449482038099e-05,2.315087973656151e-07,1.358897872177279e-07
slings and trebuchets,slings,trebuchets,35,2,2218200,10,0,0,1,0.02071563088512241,4.5071519487122165e-07,0.002008032128514056,9.014303897424433e-07,9.336849611268246e-09,1.8101011842217736e-09
soldiers and spools,soldiers,spools,5076,21,2218200,529,2,5,165,0.09511844938980617,1.352145584613665e-06,0.01160541586073501,7.48187223486228e-05,1.2861399135772476e-07,8.68302387024636e-07
sparks and thunderbolts,sparks,thunderbolts,370,40,2218200,32,1,3,37,0.03810623556581986,9.014303897424433e-07,0.007462686567164179,1.7127177405106424e-05,3.435011877771435e-08,1.2781475675452554e-07
sparrows and wolves,sparrows,wolves,164,1098,2218200,30,45,151,8,0.04696969696969697,2.0732898964076198e-05,0.09535759096612297,4.056436753840995e-06,9.738179816460032e-07,3.8681203675271724e-07
spears and tablecloths,spears,tablecloths,529,13,2218200,107,3,3,51,0.10536585365853658,1.8028607794848866e-06,0.007858546168958742,2.3437190133303527e-05,1.8995996505791976e-07,1.8418224073323007e-07
spoons and wolves,spoons,wolves,677,1098,2218200,120,45,151,64,0.10315430520034101,2.0732898964076198e-05,0.09535759096612297,2.9296487666629408e-05,2.13868778742815e-06,2.7936424876585134e-06
tablecloths and tigers,tablecloths,tigers,13,862,2218200,3,97,139,3,0.007858546168958742,4.417008909737972e-05,0.10309278350515463,1.8028607794848866e-06,3.471126844587797e-07,1.8586193602936974e-07
teacups and wolves,teacups,wolves,22,1098,2218200,4,45,151,2,0.009652509652509652,2.0732898964076198e-05,0.09535759096612297,1.352145584613665e-06,2.0012450737525287e-07,1.2893734558423906e-07
therapy and vacations,therapy,vacations,555,119,2218200,51,3,11,6,0.049476688867745006,1.8028607794848866e-06,0.01951219512195122,3.1550063640985515e-06,8.919958185843398e-08,6.156109978728881e-08
thimbles and towers,thimbles,towers,13,706,2218200,4,26,91,2,0.009823182711198428,1.2169310261522984e-05,0.07653910149750416,1.352145584613665e-06,1.195413581682022e-07,1.034920081401474e-07
thimbles and wolves,thimbles,wolves,13,1098,2218200,4,45,151,2,0.009823182711198428,2.0732898964076198e-05,0.09535759096612297,1.352145584613665e-06,2.036630546569371e-07,1.2893734558423906e-07
thunderclaps and whispers,thunderclaps,whispers,4,1452,2218200,1,26,26,0,0.004,1.2169310261522984e-05,0.013860369609856264,4.5071519487122165e-07,4.8677241046091934e-08,6.247079189693524e-09
trombones and whistles,trombones,whistles,29,373,2218200,4,28,30,6,0.009523809523809525,1.3070740651265428e-05,0.03567318757192175,3.1550063640985515e-06,1.24483244297766e-07,1.1254913381709447e-07
tsars and vagrants,tsars,vagrants,28,34,2218200,5,4,7,0,0.011450381679389313,2.253575974356108e-06,0.01509433962264151,4.5071519487122165e-07,2.5804305049879102e-08,6.80324822447127e-09
tubas and whistles,tubas,whistles,1,373,2218200,1,28,30,0,0.004024144869215292,1.3070740651265428e-05,0.03567318757192175,4.5071519487122165e-07,5.259855392863352e-08,1.6078447688156354e-08
vocabulary and vowels,vocabulary,vowels,275,172,2218200,43,6,22,17,0.057068741893644616,3.1550063640985515e-06,0.0344311377245509,8.11287350768199e-06,1.8005224386554637e-07,2.7933546508485896e-07
